4.63020833333333,10
4.71354166666667,10.3
4.796875,9.9
4.796875,10.2
4.796875,10.2
4.796875,10.3
4.796875,10.4
4.796875,10.7
4.88020833333333,10
4.88020833333333,10.1
4.88020833333333,10.2
4.88020833333333,10.2
4.88020833333333,10.3
4.88020833333333,10.3
4.88020833333333,10.3
4.88020833333333,10.4
4.88020833333333,10.5
4.88020833333333,10.6
4.88020833333333,10.7
4.88020833333333,10.7
4.88020833333333,10.8
4.88020833333333,10.8
4.88020833333333,11
4.88020833333333,11
4.88020833333333,11.1
4.88020833333333,11.1
4.88020833333333,11.1
4.88020833333333,11.2
4.88020833333333,11.2
4.88020833333333,11.2
4.88020833333333,11.3
4.96354166666667,9.9
4.96354166666667,10
4.96354166666667,10
4.96354166666667,10.1
4.96354166666667,10.1
4.96354166666667,10.1
4.96354166666667,10.2
4.96354166666667,10.2
4.96354166666667,10.3
4.96354166666667,10.3
4.96354166666667,10.4
4.96354166666667,10.4
4.96354166666667,10.5
4.96354166666667,10.5
4.96354166666667,10.5
4.96354166666667,10.6
4.96354166666667,10.6
4.96354166666667,10.6
4.96354166666667,10.6
4.96354166666667,10.7
4.96354166666667,10.7
4.96354166666667,10.7
4.96354166666667,10.7
4.96354166666667,10.8
4.96354166666667,10.8
4.96354166666667,10.8
4.96354166666667,10.8
4.96354166666667,10.8
4.96354166666667,10.9
4.96354166666667,10.9
4.96354166666667,11
4.96354166666667,11
4.96354166666667,11
4.96354166666667,11
4.96354166666667,11
4.96354166666667,11
4.96354166666667,11.1
4.96354166666667,11.1
4.96354166666667,11.1
4.96354166666667,11.2
4.96354166666667,11.2
4.96354166666667,11.4
4.96354166666667,11.4
4.96354166666667,11.4
4.96354166666667,11.6
4.96354166666667,11.6
4.96354166666667,11.8
4.96354166666667,11.9
5.046875,9.5
5.046875,10.1
5.046875,10.2
5.046875,10.3
5.046875,10.3
5.046875,10.4
5.046875,10.4
5.046875,10.4
5.046875,10.5
5.046875,10.5
5.046875,10.5
5.046875,10.5
5.046875,10.5
5.046875,10.5
5.046875,10.5
5.046875,10.6
5.046875,10.6
5.046875,10.6
5.046875,10.6
5.046875,10.6
5.046875,10.7
5.046875,10.7
5.046875,10.7
5.046875,10.7
5.046875,10.7
5.046875,10.7
5.046875,10.7
5.046875,10.7
5.046875,10.7
5.046875,10.8
5.046875,10.8
5.046875,10.8
5.046875,10.8
5.046875,10.8
5.046875,10.8
5.046875,10.9
5.046875,10.9
5.046875,10.9
5.046875,10.9
5.046875,10.9
5.046875,10.9
5.046875,11
5.046875,11
5.046875,11
5.046875,11
5.046875,11
5.046875,11
5.046875,11
5.046875,11
5.046875,11
5.046875,11
5.046875,11
5.046875,11
5.046875,11.1
5.046875,11.1
5.046875,11.1
5.046875,11.1
5.046875,11.1
5.046875,11.1
5.046875,11.1
5.046875,11.1
5.046875,11.1
5.046875,11.1
5.046875,11.1
5.046875,11.1
5.046875,11.2
5.046875,11.2
5.046875,11.2
5.046875,11.2
5.046875,11.2
5.046875,11.2
5.046875,11.2
5.046875,11.3
5.046875,11.3
5.046875,11.3
5.046875,11.3
5.046875,11.3
5.046875,11.4
5.046875,11.4
5.046875,11.4
5.046875,11.4
5.046875,11.5
5.046875,11.5
5.046875,11.5
5.046875,11.5
5.046875,11.5
5.046875,11.6
5.046875,11.7
